date,open,high,low,close,volume,closeadj,OHLC,change,pct_chg,linreg,sin_time_id,cos_time_id
2014-05-29,114.58,115.19,113.51,114.14,2976700.0,92.255,191.98,1.8799999999999955,1.6471000525670192,113.88627326732674,-0.3943558551133187,-0.8660254037844387
2014-05-30,114.61,116.09,114.01,116.02,2622400.0,93.774,192.42,-0.3399999999999892,-0.2930529219100062,113.94629108910893,-0.20129852008866114,-0.8660254037844387
2014-06-02,115.84,116.14,115.54,115.68,1082100.0,93.499,192.7,-0.1700000000000017,-0.1469571230982034,114.06446336633662,0.39435585511331855,-1.0
2014-06-03,115.47,116.0,115.27,115.51,1127400.0,93.362,192.6,0.7999999999999972,0.6925807289412147,114.15866336633664,0.5712682150947923,-1.0
2014-06-04,115.29,116.49,115.27,116.31,1293000.0,94.009,192.81,1.4399999999999977,1.2380706732009266,114.2100712871287,0.72479278722912,-1.0
2014-06-05,117.0,117.94,116.72,117.75,2614300.0,95.172,193.8,0.480000000000004,0.4076433121019142,114.38133663366337,0.8486442574947509,-1.0
2014-06-06,117.69,118.24,117.581,118.23,1664800.0,95.56,195.12,-0.45000000000000284,-0.38061405734585374,114.59745346534652,0.9377521321470804,-1.0
2014-06-09,118.21,118.85,117.473,117.78,1623100.0,95.197,195.54,-0.6800000000000068,-0.5773475972151527,114.77094455445544,0.9680771188662043,-1.0
2014-06-10,117.37,117.73,116.9,117.1,1089100.0,94.647,195.38,-0.8599999999999994,-0.7344150298889833,114.95384752475248,0.8978045395707416,-1.0
2014-06-11,116.46,116.94,115.98,116.24,1117100.0,93.952,194.86,-0.7999999999999972,-0.6882312456985523,115.10923366336634,0.7907757369376989,-1.0
2014-06-12,116.13,116.43,115.07,115.44,1423400.0,93.305,194.04,-0.14000000000000057,-0.12127512127512177,115.2166198019802,0.6513724827222223,-1.0
2014-06-13,115.7,115.7,114.67,115.3,1230000.0,93.192,193.92,0.13000000000000966,0.1127493495229919,115.3066772277228,0.48530196253108104,-1.0
2014-06-16,115.32,115.46,114.95,115.43,1503100.0,93.297,194.14,0.01999999999999602,0.017326518236156996,115.36452277227724,-0.10116832198743204,-1.0
2014-06-17,115.4,115.79,115.14,115.45,1505800.0,93.313,194.41,0.8199999999999932,0.7102641836292709,115.40367128712872,-0.2993631229733582,-1.0
2014-06-18,115.66,116.34,115.07,116.27,2113100.0,93.976,195.46,-0.009999999999990905,-0.00860067085231866,115.42360990099012,-0.4853019625310808,-1.0
2014-06-19,116.57,116.58,115.78,116.26,1635800.0,93.968,196.33,-0.9000000000000057,-0.7741269568209235,115.46088712871288,-0.651372482722222,-1.0
2014-06-20,116.65,116.65,115.09,115.36,2958000.0,93.241,195.94,-0.14000000000000057,-0.12135922330097136,115.51431089108914,-0.7907757369376986,-1.0
2014-06-23,115.2,115.32,114.51,115.22,1501600.0,93.128,195.86,1.0900000000000034,0.9460163166117024,115.5563801980198,-0.9987165071710528,-1.0
2014-06-24,115.53,116.51,115.08,116.31,1906600.0,94.009,195.3,-0.04000000000000625,-0.0343908520333645,115.54935049504952,-0.9884683243281114,-1.0
2014-06-25,116.0,116.45,115.68,116.27,1188700.0,93.976,194.98,-0.6299999999999955,-0.5418422636965644,115.59349702970296,-0.9377521321470804,-1.0
2014-06-26,116.24,116.5,115.28,115.64,1252100.0,93.467,195.2,-0.15000000000000568,-0.12971290211000144,115.6265405940594,-0.8486442574947509,-1.0
2014-06-27,115.63,115.75,115.01,115.49,2477300.0,93.346,195.39,-0.3299999999999983,-0.2857390250238101,115.58883564356434,-0.72479278722912,-1.0
2014-06-30,115.62,116.09,115.1,115.16,1386600.0,93.079,195.78,0.28000000000000114,0.24313997915943134,115.55617623762376,-0.20129852008866114,-1.0
2014-07-01,115.54,115.7,114.9,115.44,1501700.0,93.305,196.75,0.3100000000000023,0.2685377685377705,115.5001801980198,0.20129852008866006,-0.8660254037844388
2014-07-02,115.25,115.91,115.25,115.75,1122200.0,93.556,197.18,0.5999999999999943,0.5183585313174897,115.52745544554456,0.39435585511331855,-0.8660254037844388
2014-07-03,115.86,116.59,115.8,116.35,976000.0,94.041,197.98,-0.030000000000001137,-0.02578427159432844,115.56184554455446,0.5712682150947923,-0.8660254037844388
2014-07-07,116.33,116.49,115.88,116.32,1576900.0,94.017,197.63,1.1400000000000006,0.9800550206327379,115.61506336633664,0.9884683243281114,-0.8660254037844388
