date,open,high,low,close,volume,closeadj,OHLC,change,pct_chg,linreg,sin_time_id,cos_time_id
2014-05-29,28.669,28.674,28.423,28.528,28222000.0,28.495,191.98,0.054000000000002046,0.1892877173303493,27.150800000000004,-0.3943558551133187,-0.8660254037844387
2014-05-30,28.582,28.629,28.289,28.582,37434000.0,28.55,192.42,-0.365000000000002,-1.2770274998250717,27.138819801980198,-0.20129852008866114,-0.8660254037844387
2014-06-02,28.488,28.52,27.835,28.217,33210000.0,28.185,192.7,-0.49099999999999966,-1.7400857639011933,27.13448712871287,0.39435585511331855,-1.0
2014-06-03,28.045,28.12,27.627,27.726,40626000.0,27.694,192.6,-0.038000000000000256,-0.1370554713986881,27.1264,0.5712682150947923,-1.0
2014-06-04,27.576,27.929,27.428,27.688,34582000.0,27.656,192.81,0.5579999999999998,2.015313493210054,27.100370297029706,0.72479278722912,-1.0
2014-06-05,27.855,28.25,27.752,28.246,35868000.0,28.214,193.8,0.054999999999999716,0.1947178361537907,27.06765742574257,0.8486442574947509,-1.0
2014-06-06,28.408,28.44,27.979,28.301,34804000.0,28.269,195.12,0.23600000000000065,0.8338927953075886,27.057362376237624,0.9377521321470804,-1.0
2014-06-09,28.337,28.6,28.261,28.537,30594000.0,28.504,195.54,-0.12199999999999989,-0.42751515576269367,27.045455445544555,0.9680771188662043,-1.0
2014-06-10,28.439,28.6,28.306,28.415,29676000.0,28.383,195.38,-0.03999999999999915,-0.14077071969030144,27.056087128712868,0.8978045395707416,-1.0
2014-06-11,28.296,28.449,28.184,28.375,22580000.0,28.343,194.86,-0.3999999999999986,-1.409691629955942,27.06172079207921,0.7907757369376989,-1.0
2014-06-12,28.35,28.35,27.857,27.975,30930000.0,27.943,194.04,0.04299999999999926,0.1537086684539741,27.069768316831684,0.6513724827222223,-1.0
2014-06-13,28.004,28.032,27.686,28.018,27066000.0,27.986,193.92,-0.40300000000000225,-1.4383610536084026,27.0595801980198,0.48530196253108104,-1.0
2014-06-16,27.863,27.899,27.5,27.615,39436000.0,27.583,194.14,-0.08399999999999963,-0.3041825095057021,27.058049504950493,-0.10116832198743204,-1.0
2014-06-17,27.618,27.687,27.373,27.531,29552000.0,27.5,194.41,0.5020000000000024,1.8233990774036632,27.04220990099009,-0.2993631229733582,-1.0
2014-06-18,27.64,28.07,27.579,28.033,41212000.0,28.001,195.46,0.21699999999999875,0.7740876823743401,27.021138613861385,-0.4853019625310808,-1.0
2014-06-19,28.057,28.25,27.833,28.25,52548000.0,28.217,196.33,0.07600000000000051,0.2690265486725682,27.00246138613862,-0.651372482722222,-1.0
2014-06-20,28.323,28.338,27.968,28.326,63212000.0,28.294,195.94,0.3879999999999981,1.3697662924521574,26.981306930693076,-0.7907757369376986,-1.0
2014-06-23,28.218,28.722,28.175,28.714,34456000.0,28.682,195.86,-0.08699999999999974,-0.30298808943372485,26.97369504950495,-0.9987165071710528,-1.0
2014-06-24,28.711,29.113,28.458,28.627,56886000.0,28.594,195.3,0.6690000000000005,2.3369546232577654,26.972920792079208,-0.9884683243281114,-1.0
2014-06-25,28.677,29.365,28.663,29.296,42294000.0,29.263,194.98,-0.05799999999999983,-0.19797924631348932,26.982594059405944,-0.9377521321470804,-1.0
2014-06-26,29.465,29.48,28.98,29.238,40248000.0,29.205,195.2,0.0470000000000006,0.1607497092824427,27.041338613861395,-0.8486442574947509,-1.0
2014-06-27,29.273,29.394,29.131,29.285,40426000.0,29.251,195.39,-0.0519999999999996,-0.17756530647088817,27.07406732673268,-0.72479278722912,-1.0
2014-06-30,29.338,29.386,29.164,29.233,29578000.0,29.2,195.78,0.34199999999999875,1.169910717339988,27.110249504950502,-0.20129852008866114,-1.0
2014-07-01,29.383,29.683,29.314,29.575,32864000.0,29.541,196.75,-0.03599999999999781,-0.12172442941672972,27.146586138613863,0.20129852008866006,-0.8660254037844388
2014-07-02,29.613,29.707,29.456,29.539,23916000.0,29.505,197.18,0.11499999999999844,0.3893158197636969,27.20474653465347,0.39435585511331855,-0.8660254037844388
2014-07-03,29.585,29.712,29.45,29.654,17978000.0,29.62,197.98,-0.11599999999999966,-0.3911782558845338,27.26960396039604,0.5712682150947923,-0.8660254037844388
2014-07-07,29.675,29.782,29.397,29.538,26734000.0,29.504,197.63,-0.6179999999999986,-2.0922201909404787,27.336548514851486,0.9884683243281114,-0.8660254037844388
2014-07-08,29.319,29.399,28.7,28.92,42504000.0,28.887,196.59,0.24799999999999756,0.8575380359612641,27.4075801980198,0.9987165071710528,-0.8660254037844388
2014-07-09,28.948,29.205,28.85,29.168,27456000.0,29.135,196.86,-0.16600000000000037,-0.5691168403730128,27.45272277227723,0.9680771188662043,-0.8660254037844388
2014-07-10,28.65,29.262,28.605,29.002,28724000.0,28.969,195.87,0.33000000000000185,1.1378525618922897,27.514780198019807,0.8978045395707416,-0.8660254037844388
2014-07-11,29.05,29.412,29.029,29.332,30232000.0,29.299,196.34,0.3810000000000002,1.29892267830356,27.57204950495049,0.7907757369376989,-0.8660254037844388
2014-07-14,29.53,29.743,29.335,29.713,39032000.0,29.679,197.63,-0.060000000000002274,-0.20193181435735966,27.646976237623768,0.29936312297335804,-0.8660254037844388
2014-07-15,29.758,29.765,29.265,29.653,33476000.0,29.619,197.35,-0.12199999999999989,-0.4114254881462243,27.733253465346536,0.10116832198743272,-0.8660254037844388
2014-07-16,29.845,29.85,29.512,29.531,28816000.0,29.497,197.94,-0.48999999999999844,-1.6592733060174003,27.81819207920792,-0.10116832198743204,-0.8660254037844388
2014-07-17,29.449,29.475,28.843,29.041,58706000.0,29.008,196.65,1.2149999999999999,4.183740229330946,27.898487128712876,-0.2993631229733582,-0.8660254037844388
2014-07-18,30.151,30.335,29.546,30.256,97432000.0,30.221,197.05,-0.33399999999999963,-1.103913273400316,27.96422376237624,-0.4853019625310808,-0.8660254037844388
2014-07-21,30.068,30.208,29.723,29.922,44758000.0,29.888,197.09,0.2569999999999979,0.8588998061626826,28.08260792079208,-0.8978045395707417,-0.8660254037844388
2014-07-22,29.985,30.444,29.963,30.179,37632000.0,30.144,198.16,0.08100000000000307,0.268398555286799,28.187954455445556,-0.9680771188662041,-0.8660254037844388
2014-07-23,30.102,30.352,30.068,30.26,22120000.0,30.225,198.52,-0.10900000000000176,-0.3602115003304751,28.303314851485148,-0.9987165071710528,-0.8660254037844388
2014-07-24,30.276,30.445,30.05,30.151,27100000.0,30.116,198.75,-0.2469999999999999,-0.8192099764518587,28.42022376237624,-0.9884683243281114,-0.8660254037844388
2014-07-25,29.962,30.05,29.788,29.904,27200000.0,29.87,197.85,0.0470000000000006,0.15716960941680244,28.526493069306937,-0.9377521321470804,-0.8660254037844388
2014-07-28,29.887,30.055,29.63,29.951,27162000.0,29.917,197.57,-0.2530000000000001,-0.8447130312844315,28.62888118811881,-0.5712682150947924,-0.8660254037844388
2014-07-29,29.885,29.925,29.608,29.698,27332000.0,29.664,197.62,0.07399999999999807,0.2491750286214495,28.735336633663373,-0.3943558551133187,-0.8660254037844388
2014-07-30,29.79,29.923,29.635,29.772,24302000.0,29.738,197.18,-0.7949999999999982,-2.6702942361950766,28.83286138613861,-0.20129852008866114,-0.8660254037844388
2014-07-31,29.448,29.599,28.884,28.977,46190000.0,28.944,194.36,-0.2970000000000006,-1.024950823066572,28.931231683168317,-2.4492935982947064e-16,-0.8660254037844388
2014-08-01,28.927,29.171,28.515,28.68,44266000.0,28.647,192.6,0.43299999999999983,1.5097629009762894,28.99724554455445,0.20129852008866006,-0.5000000000000004
2014-08-04,28.825,29.191,28.613,29.113,30388000.0,29.08,193.28,-0.4559999999999995,-1.566310582901108,29.04643366336633,0.72479278722912,-0.5000000000000004
2014-08-05,28.969,29.01,28.515,28.657,32876000.0,28.624,192.5,0.06700000000000017,0.2337997696897797,29.11696831683168,0.8486442574947509,-0.5000000000000004
2014-08-06,28.475,28.932,28.373,28.724,26456000.0,28.692,191.79,-0.13400000000000034,-0.46650884277955834,29.16142376237624,0.9377521321470804,-0.5000000000000004
2014-08-07,28.802,28.915,28.471,28.59,23260000.0,28.558,191.91,0.3069999999999986,1.073802028681352,29.200697029702965,0.9884683243281114,-0.5000000000000004
2014-08-08,28.601,28.978,28.451,28.897,29866000.0,28.864,192.26,-0.03399999999999892,-0.11765927258884633,29.24482178217821,0.9987165071710528,-0.5000000000000004
2014-08-11,28.95,28.985,28.765,28.863,24068000.0,28.83,194.04,-0.2569999999999979,-0.8904133319474687,29.311499009900984,0.7907757369376989,-0.5000000000000004
2014-08-12,28.75,28.795,28.495,28.606,27890000.0,28.573,193.56,0.6219999999999999,2.174369013493672,29.37143762376237,0.6513724827222223,-0.5000000000000004
2014-08-13,28.823,29.306,28.76,29.228,37988000.0,29.195,194.54,0.003999999999997783,0.013685507048028544,29.421207920792085,0.48530196253108104,-0.5000000000000004
2014-08-14,29.335,29.39,29.046,29.232,25458000.0,29.199,195.42,-0.045999999999999375,-0.15736179529282765,29.489211881188123,0.29936312297335804,-0.5000000000000004
2014-08-15,29.375,29.474,29.038,29.186,34468000.0,29.152,195.79,0.4490000000000016,1.5384088261495292,29.54484158415842,0.10116832198743272,-0.5000000000000004
2014-08-18,29.355,29.752,29.327,29.635,29320000.0,29.601,197.08,0.21999999999999886,0.7423654462628609,29.59914653465347,-0.4853019625310808,-0.5000000000000004
2014-08-19,29.78,29.89,29.722,29.855,20864000.0,29.821,198.05,-0.08500000000000085,-0.2847094289063837,29.657671287128714,-0.651372482722222,-0.5000000000000004
2014-08-20,29.848,29.849,29.65,29.77,19346000.0,29.737,198.57,-0.1490000000000009,-0.5005038629492808,29.71508712871287,-0.7907757369376986,-0.5000000000000004
2014-08-21,29.745,29.762,29.555,29.621,22640000.0,29.587,199.32,0.006000000000000227,0.020255899530739096,29.7707801980198,-0.8978045395707417,-0.5000000000000004
2014-08-22,29.663,29.75,29.49,29.627,17544000.0,29.593,199.24,-0.09799999999999898,-0.3307793566679008,29.81672871287129,-0.9680771188662041,-0.5000000000000004
2014-08-25,29.738,29.779,29.463,29.529,25912000.0,29.495,200.02,-0.12300000000000111,-0.416539672863968,29.872243564356435,-0.9377521321470804,-0.5000000000000004
2014-08-26,29.6,29.602,29.373,29.406,29434000.0,29.372,200.44,-0.2560000000000002,-0.8705706318438422,29.923287128712875,-0.8486442574947509,-0.5000000000000004
2014-08-27,29.39,29.468,29.045,29.15,27292000.0,29.117,200.3,-0.13400000000000034,-0.45969125214408346,29.972336633663367,-0.72479278722912,-0.5000000000000004
2014-08-28,29.001,29.236,28.894,29.016,28116000.0,28.983,199.85,0.10200000000000031,0.35153019023986876,29.98424752475248,-0.5712682150947924,-0.5000000000000004
2014-08-29,29.117,29.145,28.912,29.118,24122000.0,29.085,200.43,0.3130000000000024,1.0749364654165892,29.98531287128713,-0.3943558551133187,-0.5000000000000004
2014-09-02,29.148,29.465,29.12,29.431,31660000.0,29.398,200.61,0.04499999999999815,0.15290000339777157,30.006136633663363,0.39435585511331855,-1.8369701987210297e-16
2014-09-03,29.587,29.724,29.325,29.476,31580000.0,29.442,200.88,0.18100000000000094,0.6140588953725096,30.047839603960394,0.5712682150947923,-1.8369701987210297e-16
2014-09-04,29.607,29.9,29.53,29.657,32616000.0,29.623,200.57,0.23199999999999932,0.7822773712782795,30.070671287128704,0.72479278722912,-1.8369701987210297e-16
